client_id,idade,renda_mensal,tempo_emprego_anos,qtd_contas,score_credito,historico_atrasos,valor_emprestimo,parcelas,inadimplente
1174,37,1582.3,1.7,2,531.9303580838209,1,40321.2,41,1
1175,45,2531.49,0.3,1,464.21759933667056,0,31131.93,4,0
1176,28,5671.08,2.9,1,662.2140973700639,1,29188.73,7,0
1177,21,1609.07,0.5,3,655.2377193009344,0,45787.95,35,0
1178,32,2095.95,2.2,3,571.5030491211812,0,9236.67,56,0
1179,23,2496.51,0.0,1,644.1944383808378,0,31018.63,15,0
1180,71,1188.57,1.1,3,555.4170519024465,0,2963.65,14,0
1181,66,1627.73,3.4,3,517.2962434965211,1,7472.81,21,1
1182,47,3422.2,2.0,2,600.3962181121075,0,22144.98,24,0
1183,73,7800.8,11.5,1,651.9032741091518,1,41149.76,42,0
1184,55,3841.88,6.2,3,630.9250269552434,2,36790.07,10,0
1185,68,2873.57,1.3,2,650.9162680076672,3,48716.19,46,0
1186,74,1533.0,0.1,2,523.9421126710874,0,2720.01,6,1
1187,19,7159.02,5.6,2,758.1881124758253,0,19376.93,9,0
1188,32,4216.68,7.3,3,565.7619144661376,3,8360.14,50,0
1189,28,1693.61,5.2,1,588.1084348523409,0,2329.58,24,0
1190,25,6117.56,0.4,3,468.13440907821325,0,13587.68,20,0
1191,43,4664.15,18.5,1,580.6144843702716,0,12601.36,8,0
1192,68,1554.91,0.9,5,653.2237736851517,1,21291.37,52,0
1193,62,2748.74,3.9,2,676.2510612692665,0,7434.02,6,0
1194,61,2009.78,7.2,1,756.1940737186783,1,24684.1,55,1
1195,22,24509.85,0.8,2,652.0234895825461,1,46044.87,43,0
1196,23,4561.45,7.2,2,627.6913195799704,1,37535.35,47,0
1197,43,3461.34,1.1,1,555.3704888485681,0,42187.78,53,0
1198,71,4350.87,11.2,0,533.8259591766994,1,40334.07,14,0
1199,21,8985.16,1.0,2,697.0248514668156,0,19786.5,50,0
1200,36,2788.6,9.2,3,695.1070351738908,2,35593.57,39,1
1201,37,1859.52,0.2,1,492.29872991512275,1,37835.68,4,0
1202,50,5857.2,3.7,2,672.3095887153481,0,10679.58,5,0
1203,37,2591.64,2.3,4,665.0383691395842,0,43082.99,47,0
1204,66,1266.59,1.9,2,488.61911149858054,0,23158.5,23,0
1205,29,1083.82,0.8,2,654.0456804789177,0,1309.81,41,0
1206,64,10131.83,3.7,2,495.04535405181923,0,32347.51,15,0
1207,18,3312.03,0.6,2,357.0707032326511,0,33999.77,50,1
1208,43,1860.03,2.4,3,583.989758630795,1,27812.23,56,0
1209,31,2471.38,0.9,2,625.7814705254989,0,11014.56,16,0
1210,55,5687.1,9.3,1,588.4929195116887,0,24372.76,32,0
1211,54,2357.31,0.1,2,850.0,1,20306.31,20,0
1212,28,934.92,0.7,2,637.8851229234974,0,48746.96,15,0
1213,53,3868.7,0.8,1,614.71418192987,0,41321.58,16,1
1214,30,7837.52,1.6,2,642.9591303314091,1,38214.03,43,0
1215,60,7429.19,0.8,0,555.8680995599902,0,9463.15,42,1
1216,20,1905.57,2.0,4,692.9479062093538,1,16886.48,59,0
1217,50,8228.33,6.2,3,636.1001946177101,0,19295.74,27,1
1218,23,3534.62,3.7,2,631.517170389249,1,24885.06,39,0
1219,67,8045.9,2.6,5,537.5879777133061,1,1996.11,29,0
1220,73,4717.1,0.3,4,443.5669673550907,0,29853.96,25,1
1221,27,882.47,3.6,2,549.8613910922709,0,18213.9,9,0
1222,22,12056.89,0.5,1,628.2633856259893,1,28303.02,50,0
1223,40,3107.04,4.6,0,555.5300520255054,0,944.43,12,1
1224,27,4728.84,0.9,0,629.1727167067371,2,16410.94,27,0
1225,61,1017.15,1.6,2,576.7638123143695,0,38548.97,59,0
1226,19,4466.06,1.3,0,643.0579484626523,0,25303.54,56,0
1227,30,7203.64,5.9,4,502.3175874124686,0,39549.92,37,0
1228,57,14020.23,0.4,1,619.2890011885081,2,35098.54,26,1
1229,19,9139.12,2.5,2,535.9045853648603,0,42818.57,51,0
1230,37,4644.22,0.5,3,446.1717057869364,2,868.46,44,1
1231,18,866.53,3.7,2,583.4845876971625,0,13435.61,13,0
1232,54,3313.69,7.1,5,753.6317573818046,0,27665.69,22,1
1233,26,1855.65,1.7,1,454.14235921540177,1,47080.39,12,0
1234,34,3597.46,2.0,0,611.93922503942,1,34149.61,52,0
1235,26,1126.58,7.9,3,679.7577063264224,1,23101.14,23,1
1236,28,2519.63,2.2,2,830.0030685144452,0,6942.0,30,1
1237,32,1970.92,2.0,3,550.7067017553312,0,24914.16,30,0
1238,41,1922.66,2.6,2,536.7999395395688,0,22333.81,57,0
1239,55,1938.0,3.5,0,483.33078040607336,0,39032.94,29,0
1240,72,2673.96,0.3,2,714.0516334846219,1,20960.76,35,0
1241,52,3747.92,5.2,1,513.2585670760925,0,16282.48,6,0
1242,47,403.92,1.7,3,562.940356822465,0,4941.12,37,0
1243,48,445.35,0.2,3,415.10621226287446,0,2801.8,22,0
1244,66,2273.43,4.6,1,688.3971842678526,0,22237.15,8,0
1245,22,2544.74,1.4,0,715.8258280778026,0,17669.67,8,0
1246,61,3467.85,0.3,3,684.5775063584365,0,27988.55,19,1
1247,67,1665.47,3.0,1,439.46747186462824,0,35740.46,21,1
1248,31,3003.62,6.4,6,660.7151040779306,0,2480.34,51,1
1249,70,3298.49,6.6,2,432.7329615275999,0,25062.75,19,0
1250,73,1656.32,9.5,1,605.804030206424,0,43167.61,51,0
1251,28,6706.05,6.1,2,620.5077579983797,1,23030.75,5,1
1252,26,3434.37,0.0,2,631.0183218108265,0,26301.49,48,0
1253,51,4617.32,1.4,0,653.4636532637469,1,24596.2,36,0
1254,29,3149.74,5.1,3,599.1966396440728,0,19794.75,6,1
1255,52,16041.57,1.4,1,403.75704872714476,0,5950.92,25,0
1256,52,4803.58,2.8,2,653.5121008799532,1,6754.63,20,1
1257,18,2017.48,2.8,2,609.7608141127748,2,9364.92,36,0
1258,57,5748.96,1.4,3,509.7380208628767,1,39731.95,31,1
1259,39,804.25,7.0,1,443.0602578863391,0,14128.95,46,0
1260,46,3280.27,2.1,1,754.0022185924358,2,47432.13,17,0
1261,25,3848.07,1.9,2,723.1300538290683,0,40603.42,47,0
1262,28,3310.37,18.0,1,670.5957407307454,1,34384.76,13,0
1263,58,2282.39,2.0,3,532.3700088765297,0,36159.48,41,1
1264,54,1326.34,0.6,1,348.30044477884826,1,2857.79,11,0
1265,31,1585.29,2.2,4,676.4679175435235,0,28635.27,49,1
1266,47,3234.6,5.0,0,636.6686773855075,1,47082.32,37,0
1267,52,1223.15,4.5,2,562.5337690927823,4,2435.95,12,0
1268,38,12285.0,4.7,5,712.4806306697876,0,14905.32,42,0
1269,54,360.42,3.7,3,684.799753396285,1,3049.82,40,1
1270,22,2301.35,0.9,3,617.609548823085,0,28702.21,31,0
1271,36,3256.19,5.9,2,603.5058417871114,1,6251.93,48,0
1272,31,4473.55,6.7,4,605.0967717599681,1,24222.88,8,0
1273,43,1432.62,0.6,3,667.9939872834746,1,36137.5,21,0
1274,21,7386.7,0.4,0,514.2523653457012,0,8639.71,28,0
1275,42,977.44,11.1,1,642.5983121785036,0,37890.54,11,0
1276,62,1895.23,6.1,6,507.9409055530409,1,3480.12,43,0
1277,59,4898.08,6.7,4,733.6555171752234,2,7906.41,54,0
1278,42,6851.01,6.5,5,653.2128571575234,1,14365.46,50,0
1279,35,969.52,2.3,3,531.177173836107,0,39906.9,47,0
1280,57,24736.36,3.1,3,608.059582402975,0,42581.78,15,1
1281,25,1453.9,2.4,0,514.6213619971959,0,11408.8,28,0
1282,56,1043.41,0.2,2,750.4112837700795,0,5241.3,46,0
1283,57,4456.74,4.1,2,762.2875984471209,0,42473.71,56,0
1284,31,2256.04,2.1,3,669.6223682562847,1,32643.69,55,0
1285,49,2004.52,3.1,1,755.6656567654577,0,8313.84,22,0
1286,68,4800.69,2.1,5,615.17959488725,0,28106.98,4,0
1287,55,878.45,2.0,7,676.3512567174797,0,43682.39,6,0
1288,50,763.79,0.6,3,722.4724521909756,0,3940.99,9,0
1289,40,1848.37,1.0,2,599.4256404484083,0,4644.2,21,0
1290,32,7060.85,0.5,4,607.1103857317345,1,14043.58,37,1
1291,50,1913.63,0.7,1,693.3656601428897,0,32786.99,13,0
1292,42,10714.2,10.8,0,664.6497965595993,0,9311.42,21,0
1293,34,7791.68,0.5,2,524.4539279798947,1,40910.18,34,1
1294,50,3738.19,0.9,2,381.31706287285306,2,37646.29,59,0
1295,64,3911.9,2.7,0,582.4471937402951,0,28269.74,16,0
1296,72,3735.37,2.8,2,390.30858207748213,0,6245.35,51,0
1297,19,3387.25,0.5,0,500.89826638944515,1,49416.88,7,0
1298,31,2223.88,4.7,1,512.5713042799616,1,24756.66,27,0
1299,70,2440.24,4.6,0,543.1357689059873,0,22877.62,16,0
1300,57,1266.52,0.8,2,682.0438144163542,0,49780.67,41,1
1301,57,508.75,1.0,1,703.767954073026,1,43261.48,14,0
1302,68,7210.23,8.3,1,650.8740719807207,1,23090.2,51,0
1303,56,3380.59,5.2,0,663.2506976061806,0,21230.75,22,0
1304,68,2995.81,3.6,0,665.6120456368647,0,5247.51,56,0
1305,23,4100.07,0.3,1,350.3170008779076,0,46362.33,55,0
1306,23,1536.53,1.6,0,601.0197682007116,0,42266.85,20,0
1307,20,1338.29,2.5,7,420.3541278829995,0,15845.12,3,0
1308,24,2375.71,0.6,1,650.9139475671541,0,37789.4,45,1
1309,68,8905.98,1.8,4,390.6891852680303,1,38255.11,6,0
1310,25,1170.29,2.8,2,581.95614646493,0,11781.58,14,0
1311,59,364.43,1.2,4,654.7769776019587,0,30875.95,28,0
1312,69,1964.28,4.6,2,488.2242051683688,1,13123.93,34,1
1313,32,7436.53,5.5,2,696.171596051322,0,39599.36,39,0
1314,64,745.43,1.2,2,650.6622169951747,1,8113.58,17,0
1315,46,1159.53,5.5,4,638.082469583791,0,33610.85,54,1
1316,50,3680.62,0.3,1,669.8001587510532,0,16637.58,37,0
1317,69,23293.41,5.5,2,564.0799912233344,0,2291.01,28,0
1318,47,1005.69,0.5,3,615.1918863756808,1,6623.38,17,1
1319,56,975.01,0.3,5,601.0051572234199,0,32917.51,10,0
1320,44,3908.69,3.1,1,598.7451055383855,2,12375.76,30,0
1321,53,7814.53,1.9,2,532.7968923352923,1,31736.25,32,1
1322,46,1809.35,7.2,0,475.74678852772945,1,21033.7,56,0
1323,55,814.75,1.4,3,566.3141650710525,0,34789.32,45,0
1324,74,4217.51,1.0,3,560.8052092805733,0,24900.96,46,0
1325,50,4874.99,2.1,0,526.3269012483111,0,15773.08,5,1
1326,54,12368.7,1.8,1,685.2053781810024,0,7718.05,8,0
1327,44,5042.0,1.3,0,482.77933821443867,1,17384.36,33,0
1328,72,5781.7,3.5,0,582.8490841108759,0,31927.26,28,0
1329,50,2417.0,4.3,1,716.6339711561252,1,37153.44,10,1
1330,21,21019.45,5.8,3,690.9129352599552,3,8436.81,41,0
1331,39,2167.84,10.8,2,721.6293885097283,1,33381.48,31,0
1332,19,1827.06,0.9,5,540.9219422625773,1,9374.34,19,0
1333,27,12677.85,3.8,2,678.4288125727708,0,11480.06,18,0
1334,22,916.54,1.5,2,493.70296030218685,0,26800.2,56,1
1335,27,679.99,3.4,2,572.412604418346,2,14815.51,51,0
1336,50,3280.15,1.9,1,581.8244189219807,0,33248.97,47,0
1337,71,2976.82,15.2,2,542.415978780199,0,47810.94,6,1
1338,55,2484.16,3.9,1,563.8186011915475,0,7870.16,12,1
1339,30,6602.1,9.1,0,550.6624072502648,2,28740.29,18,0
1340,48,1441.49,5.4,4,501.7606188898304,1,46203.31,21,0
1341,64,3137.98,7.0,1,685.6413506005791,0,9238.18,41,0
1342,53,2234.82,5.1,3,581.7549997125731,0,18659.12,52,0
1343,62,1461.22,1.8,1,620.1436543917285,2,6619.03,15,0
1344,41,2837.07,0.9,2,616.3776871192855,0,32280.87,6,1
1345,69,5896.28,1.4,2,605.4726425110022,1,33622.57,34,0
1346,73,16259.86,0.1,1,609.2804546056428,2,33377.02,55,1
1347,32,4738.78,2.2,2,569.4582779968979,0,27335.29,20,0
1348,46,399.95,2.1,0,741.8396868514862,0,37439.91,18,0
1349,25,2891.38,2.2,2,676.0744761635359,0,2275.93,27,0
1350,22,3102.12,11.0,1,601.838203277102,1,47896.92,52,0
1351,46,6304.17,7.3,1,555.2945564033937,1,11493.76,18,0
1352,64,3455.93,0.5,0,588.1179157270919,1,6517.32,24,0
1353,21,8123.13,1.4,3,641.7621516371746,2,47086.23,26,0
1354,29,4077.9,1.7,1,749.9940092536312,0,41606.63,30,0
1355,62,10373.8,1.3,2,462.69524553349555,1,38361.09,25,0
1356,19,2098.55,4.8,1,665.9774758641778,0,5684.91,56,0
1357,44,3345.85,2.2,5,712.6723636778635,1,40472.7,58,1
1358,48,5775.11,2.5,1,451.3281530094768,0,30646.66,23,1
1359,68,1886.06,5.8,4,581.8849123268725,1,36729.48,11,0
1360,68,1584.45,4.9,1,493.54820269169613,0,48914.48,4,0
1361,53,1801.76,0.4,0,643.0529611677034,0,10124.84,40,0
1362,53,1637.01,3.8,3,564.1649067644448,1,25466.91,30,0
1363,43,4528.06,1.7,3,586.9860933119875,1,37790.92,28,0
1364,60,686.88,1.0,2,558.8944192721526,1,21965.99,29,0
1365,44,858.53,0.2,3,672.0163432768269,1,3205.33,57,0
1366,22,13229.4,2.0,2,622.9032960598138,0,6016.23,27,0
1367,37,1668.9,1.3,2,623.0926764039656,0,30303.55,23,0
1368,28,3498.23,0.9,1,616.0621825081454,0,14607.71,40,1
1369,27,905.68,3.6,2,657.2490880452137,0,7323.11,27,0
1370,57,3214.09,4.4,3,573.8028145143677,2,17324.65,40,1
1371,55,1677.06,0.8,1,770.0774787540927,0,10448.56,48,0
1372,23,853.66,0.2,2,476.520524878148,1,1685.0,13,0
1373,25,8686.6,5.7,2,427.4081551830351,0,8014.79,30,0
1374,40,7677.53,0.0,2,419.13194313914266,0,44212.36,51,1
1375,64,2735.63,8.3,2,392.04118807075645,0,1095.85,38,0
1376,43,6631.16,3.0,1,667.3169814820252,0,38805.59,6,0
1377,63,13665.56,1.2,2,655.1367699282641,1,37796.32,21,1
1378,60,5449.4,0.8,0,720.7776491775595,1,28429.77,26,0
1379,29,4375.36,0.0,3,494.3361785294478,0,10818.16,24,0
1380,43,3495.25,0.8,3,674.54614547455,0,43963.93,57,1
1381,30,5012.04,0.4,1,605.6824062149306,1,24016.24,50,1
1382,57,2228.01,2.8,3,616.6586499155859,0,9073.71,27,0
1383,35,2389.15,0.5,6,662.5622895349608,0,21736.62,10,0
1384,42,4275.74,2.3,4,524.3718248937556,0,10148.4,53,0
1385,50,2040.41,2.7,1,850.0,0,19112.39,22,0
1386,64,2224.66,1.1,1,733.1880304275354,0,25086.04,3,0
1387,57,2981.4,0.1,0,546.8294046004639,0,18315.09,6,0
1388,60,7483.73,0.1,0,490.9261942276652,1,33023.69,14,0
1389,29,1204.56,0.1,2,591.2095838195308,1,46827.93,27,1
1390,61,5471.69,4.0,1,618.2258443582042,0,17733.39,23,0
1391,53,5616.35,1.1,2,706.5615259708311,2,18109.11,21,0
1392,65,5589.53,4.8,5,483.1279088431674,2,37045.97,36,1
1393,21,1563.38,1.7,5,628.5486943199166,0,26764.25,8,1
1394,22,769.59,1.8,2,447.0984975585211,0,21727.55,54,0
1395,73,4664.61,2.2,3,643.6357593411119,1,40783.51,56,0
1396,54,3463.49,3.7,2,589.2495779541949,1,44606.29,37,0
1397,25,6657.51,1.0,2,793.6679762285763,1,29734.04,5,0
1398,59,1702.02,0.4,0,445.3997455780323,1,9662.61,35,0
1399,66,5475.81,2.4,2,737.0608381490105,1,23581.15,11,0
1400,45,6929.41,1.2,1,429.61686648337815,0,25466.35,9,0
1401,48,2762.12,1.8,4,467.27897255934954,2,21894.26,43,0
1402,26,4161.14,3.1,0,432.29054415278347,2,13490.38,29,1
1403,71,4046.36,2.0,4,625.0352608451054,0,23879.93,3,0
1404,68,1545.07,2.9,6,482.63011892462663,0,22604.03,42,0
1405,46,4559.09,2.4,3,465.1668494719462,0,10869.93,20,0
1406,31,10916.15,4.0,2,620.2767601623381,1,45219.82,37,0
1407,57,3034.38,3.7,2,645.177538587469,2,44324.38,19,0
1408,58,926.36,2.3,1,603.9849304150326,2,38101.01,41,0
1409,39,1720.24,3.4,2,583.7780850978447,2,20346.86,13,0
1410,28,717.99,6.2,2,782.8909632437178,1,18831.92,39,0
1411,40,8368.32,1.7,2,614.583626624197,0,35965.04,47,0
1412,18,5493.3,1.6,2,680.569147392225,2,30601.9,13,0
1413,63,1996.01,4.3,3,614.2922125689959,0,30229.62,5,0
1414,54,958.67,2.6,2,490.2123711745316,1,6643.52,15,0
1415,38,1530.52,0.2,1,654.9887681902017,0,31105.05,54,0
1416,43,1788.94,6.7,2,534.4202688530207,0,45142.22,30,1
1417,63,3253.63,0.1,2,590.9013861960764,1,4747.92,40,0
1418,53,3167.21,4.1,3,630.5402681893426,0,17288.98,56,0
1419,71,8718.0,4.3,2,405.8581933113357,0,25696.21,49,1
1420,40,1712.65,9.2,3,439.04978761082714,1,34457.47,36,1
1421,74,891.99,0.2,1,690.9459172497563,0,4936.93,57,0
1422,18,1181.35,2.7,3,533.6253553401056,0,43703.91,30,0
1423,71,2926.55,1.7,3,538.3678010891139,0,2507.01,4,0
1424,72,1664.13,1.2,4,616.643839737082,0,42955.64,59,0
1425,68,2359.94,0.3,3,561.4327402878131,0,1868.76,48,0
1426,57,2073.04,2.5,2,641.7588381642789,0,8099.4,4,0
1427,32,6582.64,2.0,1,594.8878211266956,0,40116.03,39,0
1428,38,1863.9,0.3,5,619.8602950180449,1,43078.14,18,0
1429,64,2204.21,2.8,0,529.8141609757747,2,49122.16,10,0
1430,26,5291.34,4.0,0,619.3594823280928,0,6227.88,42,0
1431,70,1896.97,4.4,3,710.5089086835444,2,26559.33,13,0
1432,26,4182.1,7.1,4,543.2251783885802,0,4319.21,47,0
1433,27,3886.2,1.6,2,691.5318300272152,0,8242.18,17,0
1434,69,3338.95,9.2,5,594.843968167735,2,9137.45,6,0
1435,74,1202.89,6.0,1,673.4481655977938,0,3637.72,25,0
1436,70,7973.03,1.1,0,612.877131835311,0,44702.5,10,0
1437,43,17615.72,0.5,3,596.6589079902074,1,6754.6,18,0
1438,58,3002.09,1.7,2,634.9729682076367,1,31652.37,18,1
1439,52,1290.67,1.5,2,721.3597562302249,1,31474.48,26,0
1440,69,3051.18,2.6,1,623.6097294215076,1,10332.94,55,1
1441,42,6580.65,2.6,2,647.8530830908397,1,49921.36,12,0
1442,43,1822.29,4.2,2,563.1515086423299,1,17694.7,36,1
1443,28,2688.88,2.1,5,757.0886473995026,0,45302.17,20,0
1444,55,3914.81,0.3,3,664.0337110929672,0,47440.09,55,1
1445,19,7804.36,5.9,0,607.7708460025007,0,47474.95,18,0
1446,24,5543.27,1.1,4,587.7346327745325,0,37765.46,38,0
1447,35,5730.14,10.7,1,697.7908269273111,0,13063.35,54,1
1448,44,2119.61,0.4,5,539.379592295474,0,6472.44,53,0
1449,51,4111.47,9.5,1,421.7124983728667,0,28709.31,59,0
1450,44,1673.09,0.3,5,607.2399599424456,0,18321.94,10,1
1451,34,5863.02,0.8,1,719.0004573114344,0,41636.43,22,0
1452,60,7487.39,0.1,1,759.1308811184674,0,37377.01,25,0
1453,61,4641.03,3.7,3,589.270605656612,0,14185.18,42,0
1454,68,2221.8,5.7,1,604.3587663941784,1,1342.25,16,0
1455,71,2532.64,1.7,1,651.9530432515955,1,12247.13,18,0
1456,41,12647.48,7.9,2,573.5650581136235,1,28572.22,40,0
1457,42,2251.68,2.7,3,651.6405948391149,1,4410.37,20,0
1458,24,6904.96,3.0,1,591.4598248931732,0,33084.49,42,0
1459,69,3909.3,5.6,4,701.1368257190179,0,33748.97,53,0
1460,23,2281.73,1.1,0,672.2980513097824,0,8885.0,32,0
1461,70,1016.66,1.3,2,681.0227832302432,0,30017.75,38,0
1462,41,3530.8,7.1,1,579.4682355197912,0,30545.09,38,0
1463,50,3206.32,6.9,2,792.5927320502261,1,24159.92,41,0
1464,66,12647.66,11.3,2,648.3911942379473,0,47685.67,42,1
1465,46,1497.94,7.0,2,624.7294053486831,1,5854.08,43,0
1466,60,18691.33,0.4,3,523.9057019433028,0,20627.97,3,1
1467,39,4036.16,5.2,3,590.2928179851447,1,44204.58,19,0
1468,43,4032.99,1.6,3,611.4379760702636,0,19622.54,30,1
1469,45,1854.82,14.1,2,521.23227035757,0,21519.66,9,0
1470,67,3834.39,1.9,4,570.7682854230912,0,33579.56,22,0
1471,38,4352.22,2.4,3,583.4199981896991,0,33445.4,44,0
1472,66,6309.82,2.3,6,605.5920660923218,0,1633.65,26,0
1473,24,1362.86,1.2,3,423.7293009958396,0,23057.02,55,0
1474,34,9185.9,0.2,1,586.4729459295736,0,17008.84,3,1
1475,37,3980.38,6.8,2,562.2653816920068,1,31570.91,20,0
1476,58,4849.27,4.9,7,597.91158503751,1,28007.26,28,0
1477,66,2498.0,0.5,2,703.5276566180256,2,32717.65,16,1
1478,37,1418.69,4.5,1,805.2395492121206,0,32861.49,21,0
1479,71,3159.53,2.9,5,667.8377199644627,0,13116.16,20,0
1480,39,3462.81,1.6,3,476.5577827933664,0,12700.01,59,0
1481,45,984.03,0.9,5,565.4593048167466,0,18828.98,47,0
1482,57,5623.04,5.9,2,659.5963308831091,0,12476.94,9,0
1483,66,6615.82,3.6,0,648.3290496429023,1,34299.0,4,1
1484,24,1662.82,2.4,0,698.7325735453074,0,30341.87,9,0
1485,18,1315.45,2.8,1,590.2649005709404,0,11211.16,30,0
1486,49,2339.36,0.3,2,563.6499755634494,1,44263.19,30,0
1487,30,3038.49,1.9,3,775.242400391604,0,23302.8,44,1
1488,47,2413.09,0.6,2,605.8670603369637,2,6789.13,19,0
1489,40,2839.17,0.7,2,498.3325623978885,1,11041.8,32,0
1490,68,3558.81,3.2,3,747.513365703292,1,27222.6,23,0
1491,73,997.63,7.3,1,450.3904508605555,1,17251.99,39,0
1492,36,1093.75,1.6,7,300.0,0,42635.49,11,1
1493,49,337.71,0.7,2,676.9386758037574,0,24989.4,38,0
1494,47,6336.21,3.1,6,691.0700971024631,0,45807.09,54,0
1495,46,3017.49,6.1,1,641.4012941944691,0,5540.41,24,0
1496,66,6893.13,4.1,0,469.75439160079503,0,33595.36,17,1
1497,62,1199.68,6.1,1,594.113014475768,1,44346.35,16,1
1498,46,3039.74,2.3,6,572.1831426446129,0,15000.06,29,0
1499,47,3539.93,4.2,2,546.2710989107611,1,7216.54,20,1
1500,33,1901.83,0.5,2,741.2069430809279,0,23103.91,12,0
1501,57,860.28,1.3,1,495.3333941368311,0,48086.04,50,0
1502,36,12048.52,1.5,1,631.61044531064,1,31856.37,24,0
1503,35,9130.97,2.1,1,719.4046983662574,0,32376.86,25,0
1504,18,2196.13,7.9,1,638.1441525319037,0,33739.31,54,0
1505,31,4483.6,6.2,2,724.1118372495374,1,2468.19,44,0
1506,68,2022.66,0.4,2,656.3714722428929,0,22559.67,43,1
1507,64,1344.37,0.6,2,642.9349670492029,1,4339.81,50,1
1508,67,12859.13,1.3,0,636.6834868832148,0,16135.01,7,0
1509,19,792.91,1.0,1,661.344326665015,0,41169.15,53,0
1510,71,2372.26,2.9,4,561.446090258774,2,32985.36,27,0
1511,45,3188.99,7.0,5,469.81261481272134,0,49780.85,3,1
1512,66,11170.03,9.8,2,695.4043411463309,0,9021.64,26,0
1513,67,6107.49,3.2,4,716.1742300505766,0,20154.18,35,0
1514,47,782.27,5.5,0,625.1978810906044,0,40577.19,58,0
1515,55,2974.41,2.2,3,545.162438036563,1,11176.73,39,0
1516,68,3031.61,0.7,6,444.2282883470362,1,8109.23,9,1
1517,21,2483.26,2.2,0,608.5807099923388,0,21666.82,26,1
1518,18,4894.4,2.4,6,465.10496552820285,1,19494.46,17,0
1519,25,965.57,4.1,2,451.1012497362075,1,49020.19,13,0
1520,46,2149.72,0.7,3,597.9268471984308,2,23084.45,46,0
1521,72,4372.35,1.4,3,523.6230498811985,0,43116.84,19,0
1522,56,5134.1,1.4,0,634.5309556164771,0,44454.29,51,0
1523,20,3359.46,9.6,1,584.0704397438126,1,8314.65,25,0
1524,49,2366.78,1.8,1,539.336543377739,0,35907.59,51,1
1525,27,2708.22,4.2,1,429.5084919271034,2,14241.55,6,0
1526,27,5390.13,4.2,2,514.7111874169642,0,5189.58,33,0
1527,36,3062.91,0.9,6,518.3863509948909,0,43797.89,56,1
1528,63,1295.33,2.5,2,477.4692326485038,1,14975.44,36,0
1529,51,1111.21,6.7,3,567.0955704757615,1,17595.6,12,0
1530,50,905.32,1.9,2,485.2748008825348,0,16537.46,39,0
1531,40,9551.61,8.7,7,583.6257252708784,0,10414.62,12,0
1532,72,5687.18,0.7,3,624.0411213668656,0,22007.92,44,0
1533,45,2737.53,0.2,1,517.3830045610822,0,21700.49,13,1
1534,49,2073.44,6.7,2,642.5408629418584,0,20733.21,33,0
1535,67,1883.44,5.6,2,463.86421287522967,1,45856.74,12,1
1536,24,7148.01,14.7,2,488.7822601603709,0,17317.71,45,0
1537,46,13678.04,3.4,1,588.6782702375231,0,2003.76,40,1
1538,25,1836.63,8.3,1,668.7041091888639,0,9332.63,55,0
1539,18,7411.09,5.3,1,686.7399541489267,0,36214.11,44,0
1540,74,3048.52,5.6,1,761.2390622157559,0,29747.5,10,0
1541,72,2515.07,2.5,2,562.341112518249,0,47610.87,13,0
1542,20,9930.55,1.4,2,587.2498681321696,0,34874.54,22,0
1543,41,2956.81,8.2,2,496.7324470982013,0,10114.96,26,0
1544,40,3778.53,1.7,0,474.6233668008977,1,6471.89,53,0
1545,25,3635.93,2.3,2,622.8572086327525,0,26277.61,9,0
1546,71,812.02,1.8,5,522.4128500553758,1,33430.51,23,1
1547,74,3754.57,2.5,2,723.237920001729,0,8699.02,46,0
1548,64,1900.45,1.9,2,453.7614268132609,0,30283.8,55,1
1549,54,956.31,0.1,2,648.6353205824696,1,43318.92,8,1
1550,20,1970.99,6.4,2,499.4260761182971,0,36514.66,33,0
1551,68,1958.02,1.8,2,517.9551533227916,0,33377.46,14,0
1552,50,6794.75,2.7,4,653.911206525203,1,39571.89,39,1
1553,45,1272.79,0.4,4,532.4119563892092,0,5652.09,15,0
1554,64,1584.66,0.0,3,548.42159324801,0,10589.66,51,1
1555,25,3598.64,0.8,2,518.7841636448431,0,2385.93,33,0
1556,51,1032.11,3.7,1,778.5029791613442,0,7676.41,11,0
1557,52,1759.52,0.3,1,538.251368891999,1,45702.53,29,1
1558,49,787.15,7.2,2,605.1552217432763,1,11496.17,54,0
1559,41,6223.01,0.7,3,579.8086399718926,0,33273.81,55,0
1560,31,2342.35,0.7,2,622.1417061724261,0,34732.58,19,0
1561,49,2943.24,0.6,2,538.5263053034065,0,32443.61,53,1
1562,73,6203.12,0.0,2,579.9182765458349,0,27919.09,53,0
1563,63,1672.68,4.4,4,639.3952008993936,1,24563.45,10,0
1564,60,2322.53,6.2,4,513.6992861997009,0,21286.08,29,0
1565,33,1280.41,2.9,4,708.9321356628154,1,45886.49,42,0
1566,21,1278.19,0.6,4,718.5480519041632,0,970.96,59,0
1567,69,1427.29,1.0,1,660.6492626158739,0,3147.74,17,0
1568,54,2010.24,1.9,1,606.9876383596484,0,24879.37,41,0
1569,71,2191.11,9.3,0,300.9398551795464,1,16860.25,8,0
1570,38,3755.23,0.9,1,642.4291132654463,2,20707.4,34,0
1571,31,1461.22,3.9,2,560.8669594771136,0,49893.5,50,1
1572,48,3849.53,1.7,4,575.3725588582461,2,38869.17,10,0
1573,72,4394.03,1.1,2,410.26226694771833,2,43931.69,37,0
